x y z vx vy vz mass
-75.79394274793978 3.3554448825136394 29.77324062845645 -1104.961640605723 183.65926978881237 -2524.209213151553 6660061.203942118
-116.84204855736246 9.25853613630831 19.334269196404616 -1187.1275670852929 263.56510592984927 -2474.682354211995 6660061.203942118
-278776977.22867054 95939326.9222401 -37089823.97419096 -1159.1979148887474 224.0246631039803 -2503.2221400119042 6660061.203942118
-84.40315221513916 2.6180696652383872 43.73284277468245 -1208.3998218945062 211.42667543157734 -2445.403152028001 6660061.203942118
31688.629625311634 13857.878528299532 -37779.09610009554 -1159.3239527168196 222.71079742044353 -2505.339293085099 6660061.203942118
-153.4721428335917 -1.3952444763660141 26.694102469010254 -1172.5023680478546 253.16200846477298 -2482.192217305819 6660061.203942118
-1224.3477748235177 -748.3894180175178 1044.1379630273943 -1153.6733700593286 228.24373433684164 -2507.4120291850622 6660061.203942118
-83.3120402949187 -18.18382724931071 12.78959100963922 -1157.225625523166 285.7199418257227 -2530.9191864619597 6660061.203942118
-61.440523434026304 25.47692714395218 149.73921185629334 -1173.6190433565378 234.2959330236682 -2494.760902422205 6660061.203942118
10.473805217755924 58.36924739405655 -295.2126569923843 -1158.4315489932721 212.74511808585285 -2504.165178701724 6660061.203942118
273022.41226590617 208941.8066764829 -964079.317725635 -1159.3885260860147 224.0596820790192 -2503.6551679219874 6660061.203942118
-116.95506985774665 -37.29649592985897 -6.60330817221282 -1141.8638766811926 231.78317900908394 -2525.7045789409576 6660061.203942118
-93.73958397273206 25.47547934810699 39.76485588464234 -1197.2243226698713 186.50890813855412 -2510.336838391066 6660061.203942118
-748.2408646032559 3129.2624469259817 625.8255563665446 -1162.2710651881762 220.29517966282768 -2503.2090376083383 6660061.203942118
-162.1764114219641 2.769277608903899 39.35450531127064 -1196.8311636364979 243.39110560898104 -2522.3340234402217 6660061.203942118
-78.59889389635863 -16.57405062639535 36.73292954158436 -1198.241324919341 289.6953089948951 -2457.040364267576 6660061.203942118
-156.5535557265689 210.1560454620411 448.2085863103291 -1150.344610781236 217.29411426010506 -2489.7179926794647 6660061.203942118
1863.2138096675217 -763.8827449740975 137.2067660424508 -1170.1908926181434 223.62932881864396 -2506.7824999499594 6660061.203942118
-63.33144200570084 16.373811350310042 22.36536272496925 -1123.402825383534 154.7006004421426 -2481.5799528549296 6660061.203942118
-81.65934663780888 -0.5601594773340488 38.11369700947671 -1200.454892153042 160.2771991989287 -2431.7655049739406 6660061.203942118
-82.22676368972324 -0.7897565874632384 37.37579448946993 -1170.6770044307902 264.961338430911 -2469.5852729985163 6660061.203942118
-79.07552893047855 20.607102803232273 138.17455591485648 -1159.0560307084493 249.7933502754285 -2463.8493592021905 6660061.203942118
-66.3319051407611 7.340662073300414 53.04854212466315 -1213.7035171155017 245.63807854981704 -2469.3792806075808 6660061.203942118
-40.79526744482057 -18.144202891837057 88.98523540423537 -1188.5083295122747 234.32524097795175 -2496.8647563724967 6660061.203942118
113188.5134278597 1002495.1626142913 200999.59501876982 -1159.221989240293 224.033393692879 -2503.327156190616 6660061.203942118
-114.98443387877472 -30.4418987927614 29.000013180871974 -1160.6403930665351 220.04276841367215 -2479.6158050873405 6660061.203942118
-111.79002831759783 -13.698917201190941 65.21853753137236 -1159.4032473009936 241.93691185723972 -2518.6367234253626 6660061.203942118
33849826.477177426 -3556769.278520335 -74768095.68703027 -1159.217330475424 224.00073091715117 -2503.1973171209997 6660061.203942118
-91.36650201204212 4.86800120232332 46.63498876113747 -1122.861214884467 241.10695864191447 -2423.5209947047993 6660061.203942118
-976.5739362019916 1085.1442239454075 -2630.7501461212964 -1154.2863289566799 232.0192371252559 -2509.9945769022793 6660061.203942118
-14179.967155317772 -69756.62094428066 6006.570631191037 -1160.5100196110961 223.01057450478106 -2502.009049048276 6660061.203942118
-81.93523797646782 -0.090960186338023 36.99592976683209 -1240.154688612106 256.01235697917025 -2398.0329806554428 6660061.203942118
13.577350785978894 -1.784036069223709 0.510540212751863 -1129.638108988657 221.21963123316254 -2511.8275790055445 6660061.203942118
138.9226541871559 209.51824687197814 8.782892047474487 -1158.6017922980257 218.94726593054702 -2510.4322843435148 6660061.203942118
-81.9947992074354 2.9854736532868698 39.09391664892163 -1152.8531479317542 195.9825735197584 -2518.826115097797 6660061.203942118
-87.43239312004789 -6.588767935541598 48.63628977550883 -1155.188088580892 208.1322277360381 -2567.1109658095625 6660061.203942118
-67.43457551632766 11.959769184911586 25.945920511511698 -1152.2512228200444 269.25003271977823 -2472.739528959998 6660061.203942118
-82.30360460564266 -3.7643424367607534 41.577597798305575 -1079.7628545202485 327.86560422258214 -2503.2464159914202 6660061.203942118
-93.0583015869772 -26.918427625949622 68.11494920371814 -1128.784031899066 215.0613158093752 -2481.624348039281 6660061.203942118
-97.27780321906943 -20.789726742671444 -1.2626381647009595 -1128.6161619304323 207.82864899233476 -2528.7171197802645 6660061.203942118
-38.839533468238585 98.69680186014068 -165.9136895937651 -1177.5137514321975 236.68632391514222 -2505.53769925467 6660061.203942118
-96.36306369422167 -23.917194561566003 42.121757831038 -1145.4074730592906 191.13986864868082 -2498.6065791356514 6660061.203942118
161.64263578325335 49.67978992925134 95.6425763318109 -1144.8871894806873 226.4030262306382 -2516.4167876507445 6660061.203942118
103.71851328690482 378.5713787797399 132.65227561523207 -1155.4697212719173 228.86008762290993 -2493.1826375530377 6660061.203942118
-77.46617011040765 19.4659480953351 36.20084358013099 -1168.564193922096 238.38478139480745 -2485.2063850346844 6660061.203942118
-286.0263426701116 116.2310995588541 74.29601006418329 -1164.701255884789 215.80786312674462 -2511.7190142755026 6660061.203942118
-143.05273436599487 -2.711487179033446 9.512511303849106 -1166.715800777202 204.55734579768682 -2476.860721685416 6660061.203942118
-33.27395554305623 58.280183210266564 36.7677592446928 -1139.6284933052232 201.2162249506956 -2530.2525870903187 6660061.203942118
340.96094900480847 -489.48795625178116 477.10083263278074 -1172.8585986497255 206.35544307533328 -2504.7800681840667 6660061.203942118
485.240777053157 1186.5175114917402 1247.4841747673886 -1154.7978675671216 227.79810376230571 -2492.1169021338615 6660061.203942118
-82.07002364155832 -19.49454887853891 72.84747520065335 -1123.335395172002 227.22232429278895 -2520.6446752279107 6660061.203942118
-70.97405626488317 16.84257755705965 96.64423040738615 -1186.483503826799 240.09769810003337 -2473.111777004775 6660061.203942118
-38.61036098295712 13.346066830216097 41.111501540033046 -1180.398619241493 189.88089787764395 -2475.300091547599 6660061.203942118
-31820699.953874376 73713500.01642077 273098487.6268442 -1159.154602883561 223.99998227767983 -2503.2304314057765 6660061.203942118
-405.55089666634916 -20.716940446534363 16.671138481912976 -1168.853515424586 213.03208825355648 -2496.009752144552 6660061.203942118
-95.62188289713913 -25.396817143014797 52.24325365962876 -1187.9860636193148 174.7099749710645 -2473.23025744967 6660061.203942118
-7955.9294233226465 3440.5620239275595 1903.8538482196586 -1162.363913290322 224.6151982037158 -2505.9000082855587 6660061.203942118
-84.95336632150581 -0.49462267454477005 36.911644084610806 -1114.8305707823733 241.93884446885895 -2530.2574865352503 6660061.203942118
-32.958733606897866 19.733387761738616 19.28932479697931 -1148.740268049314 226.41678426021628 -2530.6598198522674 6660061.203942118
-70.23882876164022 24.666901554322575 26.67465531633423 -1155.1788466182747 173.78328759045894 -2533.664823710895 6660061.203942118
-104.59810438162444 -2.2013316236236173 40.46606531858743 -1121.5062139929344 226.45502090485257 -2526.8861420345784 6660061.203942118
-46.174780833158835 -8.75766154285587 22.51366517464355 -1218.1167432361963 227.66709387925684 -2502.1087692315546 6660061.203942118
-89.88368308036675 3.820749462724185 37.94111842317029 -1053.7700820596683 271.46128399601844 -2518.1776272065863 6660061.203942118
-68.26453519651712 -36.40906483916273 35.1526276132727 -1159.2151624603193 216.61397381043355 -2429.1285434895663 6660061.203942118
-56.459181643566325 -10.427699588475976 76.03374295316843 -1198.0188870358045 207.08848550831615 -2470.519217731881 6660061.203942118
41.96382579314245 -20.53979484444594 93.72922393159712 -1136.3896088625122 206.46529963271712 -2515.310053177606 6660061.203942118
-540.95740384596 734.138407746986 -387.10926666262213 -1149.9052652665887 214.12871889765216 -2516.596048951197 6660061.203942118
-80.09453565884738 -0.1175011637068284 35.255387896749085 -1102.3014468729134 247.20054544897602 -2538.5550897472795 6660061.203942118
-78.35338109031241 -5.109878359496074 34.976587711757254 -1198.8028513434147 177.32601066669557 -2510.4169484840463 6660061.203942118
1683.7638541067872 4252.784610759337 -919.188219764225 -1164.1127057515785 229.19204140221433 -2503.29785819668 6660061.203942118
-1546.5601876174042 -6041.4656986857235 -4349.887851591258 -1157.4692132362177 223.06435789725043 -2502.702075184407 6660061.203942118
123.27568186213679 -37.50966446646575 -82.2076909954074 -1177.2826409630613 220.2129803715045 -2474.8827543168068 6660061.203942118
-78.89749332769024 -6.938140844641817 42.344293534481245 -1189.5596229945832 247.85460574927117 -2470.6740057330694 6660061.203942118
-91.02267334597303 8.844912098041616 56.427673134562525 -1130.5462454065557 252.62632337826153 -2479.7587161833108 6660061.203942118
-91.9042502485616 -10.629954152066613 36.81570734783175 -1210.0984525401836 211.79773894361193 -2580.3060315120624 6660061.203942118
-71.57269706225851 -15.586089678107335 96.36002249913074 -1180.9727438160776 226.37524517138323 -2498.4933215906017 6660061.203942118
-23814617.148167018 -27623955.47285605 23180324.896939963 -1159.1913280557353 224.0568066780983 -2503.2752396064693 6660061.203942118
-1399.8558040611833 -3948.5724286775726 4613.999619404364 -1162.1674896685365 221.0544977795049 -2505.120769433365 6660061.203942118
-12034.733815821588 9456.877501573303 -4844.032902495428 -1162.371209373262 224.948284410053 -2506.3621416265873 6660061.203942118
-945.0780570888522 -168.39340627129025 570.008039225488 -1157.1910882199895 227.75167727138304 -2510.5166708843567 6660061.203942118
-89.13734845421256 -0.6989951504796066 41.715694491353915 -1177.5816016645208 238.3887115039896 -2526.8759716235345 6660061.203942118
-23.524884728446075 -1957.5772175246987 12.608575860097673 -1154.7870141375874 231.50903252761844 -2513.2408788301373 6660061.203942118
-76.77738268625042 -6.455764525479651 24.851221218260676 -1156.022506256602 263.23038594691116 -2575.5508935116427 6660061.203942118
-114.70899244954973 15.733933045805164 43.28175260950738 -1156.456279831559 202.98357427666048 -2488.2623410849637 6660061.203942118
-74.21992833124831 -8.335750939974607 39.962566700559385 -1155.230244013567 192.40696257763003 -2463.5999541483375 6660061.203942118
1223.5906488693722 -550.6493927066604 1723.3514629571118 -1158.311305685473 217.31838486046067 -2501.430544834198 6660061.203942118
-106.68144470291756 -16.277528020646976 45.909418415238065 -1153.342505485196 213.30770536373572 -2535.7659211460486 6660061.203942118
-305.9487102577941 30.65247090943026 -5.236661586763518 -1150.1415841566677 247.89212416005446 -2510.172746397834 6660061.203942118
-80.29422854021489 12.204800584833444 45.43323296698711 -1188.4932591341305 206.17274521725074 -2502.2478728027304 6660061.203942118
91.17478336220574 72.57283619813788 22.496487667704407 -1160.8909626165303 207.60800377335084 -2497.94516102854 6660061.203942118
-7676.045542790752 -18811.94450143997 -169.47933836866412 -1162.6892520902697 224.5813444344097 -2502.0117766917265 6660061.203942118
-70.63864880536227 7.884787070714103 40.418175047210845 -1140.3179907181873 288.46998779291766 -2558.406320242232 6660061.203942118
-6241491.017899453 -2043801.8775653613 19545050.985228147 -1159.092417025917 223.97016450302823 -2503.191478312782 6660061.203942118
-81.58853773529691 -4.28358947578535 39.84421237642423 -1206.6653606442628 190.19701559098365 -2550.382589758125 6660061.203942118
-126.15738533618313 -8.802377621658868 70.88415893773879 -1183.2873323529814 263.3284600557505 -2482.124528381326 6660061.203942118
-123.65288400445971 28.57262140202911 41.97188084353118 -1171.3602836415967 208.2191286424432 -2540.9915957948842 6660061.203942118
-58.63124093045457 9.361183730098839 65.36130519996496 -1102.399852495406 227.96547969590296 -2483.0790740658927 6660061.203942118
-152558.87410901356 -6181.709944016645 -120988.61323489484 -1158.9412555532851 224.4107811708109 -2502.906466687359 6660061.203942118
-86.82646848305858 -3.809796896942124 36.46515032866904 -1185.8344319405576 150.51056688981333 -2446.6326946127547 6660061.203942118
-84.40793375605963 -1.8907682706235547 37.350143451853455 -1158.4834656798296 231.40140272484533 -2537.8120822396945 6660061.203942118
-185407.5740306373 -494137.5712890996 -47634.42655260817 -1159.6542812058424 223.79081762293097 -2503.8192484547053 6660061.203942118
-207.61167839222207 25.000708028035973 19.8841254504847 -1129.086881244475 216.07512413717293 -2524.6295389928396 6660061.203942118
-81.32886328794592 6.486402032305122 41.32487751203205 -1159.1120763892825 206.4453194511157 -2531.1274358619844 6660061.203942118
-160.97341132592334 46.380051498900265 47.54922137458194 -1131.7588264095634 205.72636406890135 -2522.2881391580977 6660061.203942118
-105.69372045660238 9.461853181682125 46.05134692565797 -1112.2864184434566 208.20797185189053 -2545.987320192669 6660061.203942118
-913.1447613952113 -10.006496933803723 -188.1316783681378 -1154.5024351369352 218.29609453292213 -2497.121079126447 6660061.203942118
-239.22572605013275 -57.80235720540395 -95.111880410618 -1180.764093632867 216.7146762415646 -2494.1852541273165 6660061.203942118
-101.34087091387961 5.496215674327286 59.94012576071374 -1152.8909165373225 245.63950373813262 -2510.0702322236093 6660061.203942118
-73.13946930329271 -0.38155054829120577 30.4005869508346 -1179.637810077118 235.13661563787102 -2489.4483914716347 6660061.203942118
-78.46263342530213 -2.9427629350477407 36.757270814759615 -1201.6016921097175 161.09825365672094 -2438.7123690536323 6660061.203942118
-11489395.878259314 1304014.9322426487 4439711.485294154 -1159.128155206099 223.98254438041522 -2503.3510564858516 6660061.203942118
-83.36742023713735 3.5418568611945243 40.9579132531044 -1143.0592676173146 210.973668244745 -2508.9353786247416 6660061.203942118
-93.2102480368993 -6.21633422379572 41.06197633663601 -1198.8084881017874 218.8615518244279 -2511.23845642774 6660061.203942118
-54.89587060189675 13.857570521154761 74.03097592621978 -1169.7907365208832 212.14498993751795 -2456.9963511516276 6660061.203942118
-49.026616920003626 -9.95736129349547 32.444460952634294 -1127.668503300585 231.74573559787117 -2499.7789196926797 6660061.203942118
-112.12846980258371 -102.73347927744257 725.0567758169882 -1165.5236725353434 217.84459635147812 -2507.3082243928075 6660061.203942118
-243.89140715196083 -426.7037659328547 -342.6142952720293 -1162.202179755896 224.685652639249 -2502.352341221189 6660061.203942118
-81.73783699821792 42.468423543340805 40.66895208930188 -1166.237211835153 204.90690668255036 -2496.203529785135 6660061.203942118
-166.0107105060551 -45.014598292734156 14.434157386002823 -1140.4608834987507 218.0802450858919 -2471.394962122665 6660061.203942118
-84.51278418491704 -3.6746792570686373 40.10019849293767 -1092.5176375361536 253.51053163236298 -2436.533671651507 6660061.203942118
-87.49935109185098 1.5953643296894389 40.43074400433777 -1116.556423781615 260.3119674776451 -2537.9389449262712 6660061.203942118
-80.39382203443488 1.8819235704719137 37.82556251011612 -1091.297107202256 227.5093157536558 -2551.3023870747697 6660061.203942118
-143.30150491541315 -1728.18458213336 1161.0473851223612 -1160.5494740293304 225.03208156267607 -2501.345886936832 6660061.203942118
-87.15934212173136 0.9201006988417063 37.128961488528105 -1173.6532597795897 281.45989691609986 -2518.8032281775136 6660061.203942118
-81.7037239086862 -0.6999495337710298 37.987796542009384 -1138.3342681652794 214.7040692071024 -2470.5621154452174 6660061.203942118
-81.55423372121585 -15.131064644216597 38.85429919406885 -1212.5456306564936 242.3973436870112 -2524.972392451377 6660061.203942118
-96.31977611532491 -6.627829981407791 36.151423075092616 -1187.9001075308865 204.79376408786942 -2525.934638059595 6660061.203942118
-532.7043384873446 -1881.9479805007522 -1915.8650586590234 -1165.304788671052 222.72923398366646 -2505.1133428802095 6660061.203942118
-89.74600860503877 -1.6127495100252185 79.86801889150078 -1157.7821240012795 229.99613101875715 -2520.2631650694602 6660061.203942118
-25.959369217005012 -13.559846305236722 -1.230276923575964 -1126.8872924789687 232.00376795448676 -2478.42949709341 6660061.203942118
-94.3890031878805 1.566381903104726 85.77793648265211 -1114.0470704886322 248.34859292408177 -2503.226644943374 6660061.203942118
5.188243529942184 382.6518689389976 224.4051937833375 -1157.728054320058 245.9276504577256 -2497.1523468149803 6660061.203942118
9767529.395972151 2337180.936926468 4966533.103590696 -1159.122791114847 224.17167488193223 -2503.2495078015027 6660061.203942118
1422.855021496378 1328.5245217950649 -3479.0771507197614 -1157.8882333184802 225.60786159414764 -2502.0664670790825 6660061.203942118
-82.94741271137131 -0.939072987916099 40.183385605854866 -1130.5582801017738 217.82773380311593 -2566.90532899154 6660061.203942118
-3659.3364669946245 12398.82174096294 21131.57801617439 -1158.5414714359333 223.04077303740058 -2501.7284645338245 6660061.203942118
-83.2803890857628 -2.931252292998393 37.29199503139412 -1155.0335577809437 163.59972297139439 -2508.059643500075 6660061.203942118
2.197920039303881 95.39337059450655 -66.5433134804884 -1152.0170315231092 228.28492969525414 -2506.0145926279038 6660061.203942118
123.73314598028992 357.8178312048305 -20.449248224447246 -1157.2235790857503 217.55608932125955 -2499.952089502159 6660061.203942118
356.9369997515805 -1409.705215191407 -67.18781139372487 -1162.3588470084076 226.6240645927168 -2489.1851380356684 6660061.203942118
24795.988035290626 7027.396156108594 -5859.2465737940565 -1157.7323313304873 221.95688678042526 -2505.184184175787 6660061.203942118
-145.2311147327483 -5.0672955655542 -59.865849676043204 -1146.7973306479173 224.38703336089802 -2467.0522657863253 6660061.203942118
-227.62497393111693 -170.84025713634557 -32.57349694829447 -1143.2252844933555 239.26334440347546 -2525.0541956776906 6660061.203942118
4689.88053882773 4064.991559609111 -731.4794054441134 -1158.4120119216911 218.4209234851173 -2504.0066600849245 6660061.203942118
701.7984149937618 761.2058336804369 -385.16010195517885 -1150.2584749920354 227.66698219577455 -2512.803891719057 6660061.203942118
-165.6973415389187 -49.34690771959468 40.411632007443984 -1134.446241766138 230.70780527528865 -2492.338725317756 6660061.203942118
-106.52696877729676 10.987612094788316 58.14120021228699 -1148.737598000145 227.00094503893644 -2455.5645977053596 6660061.203942118
-96.11842464551408 -1606.9588026738086 558.2419761859301 -1153.7227516920825 216.84653695512878 -2502.26332828923 6660061.203942118
163.98517988819506 987.767944848125 -121.13980002751433 -1163.144523810981 221.9282936446931 -2513.1410682415817 6660061.203942118
707.031442785318 -929.5571387439255 -871.7676359008677 -1169.2064341940816 222.305482954919 -2494.5165344870943 6660061.203942118
-75.57883408812422 16.26877873702327 32.292199805961374 -1160.1894972822747 219.240253984231 -2487.4989137917696 6660061.203942118
-55.968076667723864 38.493315202360776 94.56639842894651 -1193.848154263281 226.84807440885402 -2529.6483171617997 6660061.203942118
9.489664437241984 -74.41128074047943 2.8026564911999543 -1146.7829415364313 230.8636649021962 -2505.2875419254633 6660061.203942118
-264083.1629958751 771190.0977996023 1773959.5514048268 -1159.456141117046 223.9849712571315 -2502.9546196745036 6660061.203942118
121.85965476067679 3410.716672445053 9109.633030328696 -1161.4576285754547 225.23050035367297 -2503.409408117776 6660061.203942118
-1760.6521602321695 -3254.4845398063558 -1907.1472575193218 -1165.4103067790488 223.02671276937144 -2499.9061239198845 6660061.203942118
-85.66954360996812 -24.840270285506776 76.29514887844506 -1140.7793234004064 218.48595533608713 -2472.3989173932837 6660061.203942118
-86.82084896076347 -0.27469125567862845 47.26424761214272 -1092.2579506245074 253.67067944274157 -2480.007088704064 6660061.203942118
-679.0991302809427 -1157.1267600286124 1334.175225243773 -1160.7401244853947 217.94868555487335 -2494.0110869420687 6660061.203942118
-137.51175050421415 -7.945400801705976 -70.65091567537675 -1156.6153441537806 243.64670944610725 -2486.8972896048376 6660061.203942118
-105.35242383156346 -29.553762592238368 10.949057104203828 -1197.3856176223248 202.3727921604001 -2476.7908423263225 6660061.203942118
-233.60773273463113 109.54988708352239 229.13012963216528 -1168.2111542866614 250.85223925653258 -2505.4474609360295 6660061.203942118
-201.23023467397815 41.16353431589913 60.38484360530748 -1184.4887743427773 244.83155127550737 -2495.4966542828597 6660061.203942118
-1504.4976897032452 312.5032254438539 -1830.4173841349007 -1153.2302596524387 222.64352972790502 -2491.2584961834036 6660061.203942118
-82.49905847135184 5.5010084981774074 47.338210167832514 -1230.3846462308818 201.93017670903893 -2452.8128801204575 6660061.203942118
-79.33354720026004 54.716469979910826 14.882213675730995 -1177.0306705606506 228.2143405604229 -2505.131511648172 6660061.203942118
-48817.22281445105 22130.537758619907 -11252.396833785559 -1159.7504802432047 222.5288341820513 -2502.6190652030114 6660061.203942118
-84.37424256956885 1.4938986599364328 38.44499893403841 -1130.9042849112968 226.48215303678847 -2581.194130354186 6660061.203942118
-79.93495233674632 -17.008318432828773 36.6787561764017 -1117.767514676763 182.49341659955644 -2473.131374711517 6660061.203942118
-86.8631844135815 1.8693054399393554 37.941286894413835 -1246.959590348333 172.53384023369452 -2541.877761917149 6660061.203942118
-67.9229063539997 -47.560123157193665 32.023119258877465 -1162.4839349842457 199.8168551281423 -2491.983630948453 6660061.203942118
-255.92772310261853 212.74568619704635 39.96151422451376 -1176.1558965142756 209.0771155063208 -2517.660628367369 6660061.203942118
-70.99297207910841 10.73117392914993 21.827098946083524 -1161.571109633128 235.37731490919646 -2565.027246475102 6660061.203942118
-409.55074572711317 759.4588997488161 -663.0401460725608 -1150.7797008386858 224.47379663796332 -2494.5941204189244 6660061.203942118
-88.33322033841583 -6.087338472486137 38.53117793942926 -1195.7397021796382 292.6446057568304 -2445.424149111336 6660061.203942118
-67.67585271379954 3.2521956100447023 36.820351832079474 -1095.2296612554012 225.01794884221513 -2508.9449780645973 6660061.203942118
-85.21006610288107 -16.087240952212376 43.32843761945611 -1241.6059218428654 203.71929490439797 -2509.294772238303 6660061.203942118
90.83303723322112 6018.1867548482405 -2042.3507030423848 -1161.8879950588657 218.48221546843038 -2502.8364849865243 6660061.203942118
-493056.51308804884 543055.5084393448 2722034.5296724765 -1159.2190302260935 223.77995583022948 -2503.2606958118367 6660061.203942118
-43.44738349964359 47.29133813173752 -131.02384273377373 -1157.9798780863046 210.89469607579431 -2508.3543836105523 6660061.203942118
-2569.6223441062148 2123.7302149014276 2624.5469141986687 -1159.6461316770237 222.18560688159218 -2508.2226359878664 6660061.203942118
-90.58245130265693 0.22136910622517292 9.791464822569147 -1124.5312317560647 220.8360404939737 -2467.522352940222 6660061.203942118
4061.975917628807 -211.27938520204563 -2189.729311751293 -1154.8188188793388 223.58167631731294 -2500.226981306037 6660061.203942118
