#x	y	z	vx	vy	vz	m
-37.0561	-61.1355	-254.239	-10.2584	-5.9799	-24.5745	6.66006e+06
3.04679	-22.4594	-3.56115	30.2677	11.0306	23.2772	6.66006e+06
-5814.02	-8681.25	16723.4	-0.859596	2.50089	-0.710823	6.66006e+06
123.83	616.944	715.892	-8.47808	-9.22724	6.74248	6.66006e+06
1.29246	1.28948	1.88289	59.5252	-58.9913	-18.6485	6.66006e+06
-31.2152	101.697	-192.252	-7.40145	20.95	-20.1253	6.66006e+06
133.069	95.5042	-38.7467	-32.7431	10.3782	0.647503	6.66006e+06
-1.01238e+09	-6.78877e+08	-6.47955e+07	-0.0043528	-0.00510339	0.00648392	6.66006e+06
0.802479	-5.94057	-13.7466	10.8998	-0.721965	81.7733	6.66006e+06
6.03765	-26.3224	-53.3441	-14.5157	8.36694	21.8131	6.66006e+06
-1683.36	-1118.05	-1131.92	5.56258	0.805434	7.32444	6.66006e+06
-130731	1.62685e+06	-765720	-0.303261	-0.218327	0.115052	6.66006e+06
-4.83498	-12.6011	-13.4314	-17.6627	76.7279	-48.8194	6.66006e+06
-6.51411e+06	-5.99193e+07	4.95643e+07	0.013066	-0.0629469	0.0147467	6.66006e+06
-8.63894	-21.054	21.4042	7.64266	22.3377	-8.09449	6.66006e+06
-59.2551	60.5423	-26.4892	3.78222	9.0744	-8.77629	6.66006e+06
45.9529	68.0158	-85.5988	20.4948	-11.3751	-13.0851	6.66006e+06
-0.234723	-6.84081	2.32526	19.963	-67.5444	25.9427	6.66006e+06
18.6783	15.3474	-22.3532	35.2792	26.3609	70.0913	6.66006e+06
-313.585	-159.665	-308.36	-14.2285	1.86624	-7.85353	6.66006e+06
-6322.25	-7576.65	-1549.26	-2.67744	1.91437	-3.07113	6.66006e+06
-42760.5	-33481.6	-11504	0.651594	0.28026	0.318095	6.66006e+06
244.696	2410.36	1277.82	-1.63492	-6.68676	-0.698311	6.66006e+06
-26.5968	-12.1543	12.8784	49.0408	2.54572	17.5055	6.66006e+06
103.744	-12.2525	44.6362	10.7131	3.57119	-1.20529	6.66006e+06
3.72164	8.385	-0.38851	-25.5784	-53.7483	2.55553	6.66006e+06
1.33679	-1.67103	-3.90211	53.4148	30.2139	-76.9027	6.66006e+06
4.84961	5.47359	16.7857	36.5936	-72.3932	21.3277	6.66006e+06
-223235	-78405.8	-114909	0.0748125	-0.735202	0.0348116	6.66006e+06
-21.5101	36.0703	4.28775	28.2689	12.1102	-7.75952	6.66006e+06
-3.55779	-2.61441	2.71022	20.9893	-56.7881	87.9284	6.66006e+06
7.10025	-3.16424	1.12253	1.38717	25.4177	-29.52	6.66006e+06
-9.53845	3.74261	-1.71332	-69.135	52.8573	-37.4163	6.66006e+06
-13.8165	-12.0852	9.3817	1.94149	48.0842	15.8681	6.66006e+06
7.46319e+07	2.42562e+07	4.61087e+07	0.00711024	-0.0172367	6.29549e-05	6.66006e+06
38.1489	140.484	79.4604	19.5635	-14.2541	-26.9764	6.66006e+06
-9.0621	2.13368	8.80298	4.8504	-1.65363	2.31535	6.66006e+06
285.369	340.177	263.221	-5.23185	-12.8693	-10.5052	6.66006e+06
-7.271	5.34253	11.1225	-44.6809	18.7133	-25.252	6.66006e+06
439.506	256.484	1587.74	7.61455	2.78914	-5.23249	6.66006e+06
12143.4	5447.52	-8162.29	0.898435	-0.26115	-1.12587	6.66006e+06
-7.15693	-39.3599	-47.4538	24.1725	-0.582381	-20.7939	6.66006e+06
-18.8228	11.1923	24.5982	4.30085	-39.4408	31.0165	6.66006e+06
3.01795	-0.694842	-5.67409	6.31016	32.3651	-10.2278	6.66006e+06
-590.706	46.1864	361.966	6.77945	-3.20568	3.27704	6.66006e+06
-0.250788	0.327268	1.02255	-55.2976	60.348	84.0196	6.66006e+06
-550.352	3911.58	-5881.11	4.7997	3.50611	-4.09674	6.66006e+06
-46.7572	38.6333	-59.3252	-7.12926	-5.9987	28.4917	6.66006e+06
-10.7618	-17.7163	-23.639	-52.0516	22.8534	29.3252	6.66006e+06
-1.7926e+07	4.51087e+06	-5.8796e+06	-0.099359	0.0408081	0.100456	6.66006e+06
-56.9301	210.312	71.1215	-19.3553	18.4083	-12.6447	6.66006e+06
-3.14333	-2.27731	2.80619	-96.0643	6.17647	60.3942	6.66006e+06
-128.233	19.7829	70.5357	14.0432	-15.3103	11.8777	6.66006e+06
0.526071	0.491335	-0.929309	52.3135	4.97421	15.5534	6.66006e+06
8.12864	-3.92934	7.03404	36.6614	53.216	26.2216	6.66006e+06
-87.055	84.7555	50.5779	-7.63549	10.8724	6.33812	6.66006e+06
-1.9526	0.611937	0.0283709	9.25385	-55.2372	79.7434	6.66006e+06
-6634.34	-15671	113323	0.0195028	1.47022	0.349761	6.66006e+06
-109.919	-74.6353	38.6219	-8.31047	5.36808	-20.0212	6.66006e+06
1145.46	-489.418	-943.808	-4.31553	-2.81112	-6.7448	6.66006e+06
-644.553	428.431	1955.28	2.1165	-2.76581	3.16146	6.66006e+06
-0.0820959	-8.47304	-1.44925	2.0604	6.77763	-50.8304	6.66006e+06
0.403406	-1.1654	8.33801	6.31266	14.7905	-17.1514	6.66006e+06
2.65348	9.60033	-12.8838	4.01722	-5.25831	14.9196	6.66006e+06
-1.64303	-0.356094	1.52433	-13.5387	-42.0094	65.9391	6.66006e+06
-6956.41	-1787.16	1339.2	-0.855357	0.554697	-4.13686	6.66006e+06
-108.216	162.33	114.105	-1.35213	-9.60508	-5.83229	6.66006e+06
-1.00907	34.362	-10.8149	-53.0145	7.491	9.0689	6.66006e+06
-2.29618	-6.76709	6.25239	38.0842	-11.891	18.5579	6.66006e+06
-2.94889e+06	-1.15956e+07	707478	-0.0681314	-0.0434268	0.0519293	6.66006e+06
0.18642	1.52346	-2.44617	-12.3577	49.5994	63.3584	6.66006e+06
-22.0724	-1.30588	-52.4421	-9.40457	-20.7275	-35.3803	6.66006e+06
6.87199	-61.4149	-49.546	-17.1893	-22.3727	8.76253	6.66006e+06
-50.5797	15.082	-65.4016	33.3605	-30.4058	13.2301	6.66006e+06
-203.872	186.366	-164.943	-2.23781	15.3988	9.48779	6.66006e+06
-180.429	-68.0389	120.025	1.45545	-10.6924	3.93664	6.66006e+06
2930.6	-7288.52	-4348.68	-3.58552	-0.411908	2.52698	6.66006e+06
-5.9984	102.329	-20.2055	-1.83819	-27.8896	20.8094	6.66006e+06
-4.38032	30.0969	-5.9019	-0.986601	26.6762	-12.1576	6.66006e+06
194.436	-204.483	-17.1026	9.47276	11.9332	10.7886	6.66006e+06
-121860	408941	-451078	0.106949	0.0402885	-0.208693	6.66006e+06
-12361.3	8572.36	2212.7	2.67534	-0.149824	-0.40716	6.66006e+06
-43.8338	34.5869	7.59488	13.7651	48.2902	4.9545	6.66006e+06
84.7419	-207.233	-21.2421	24.465	-9.98508	-19.3479	6.66006e+06
11.1599	3.84269	4.89492	51.7571	1.97042	-4.79787	6.66006e+06
1662.04	2308.83	5957.54	-1.52825	-2.45804	-0.531894	6.66006e+06
-0.191206	-0.994201	-0.897034	15.0184	24.4073	-12.3874	6.66006e+06
18.248	6.84522	8.06887	29.2338	-3.09938	-27.8121	6.66006e+06
-9.88428	14.1173	-4.98681	-70.2998	6.26148	-11.3209	6.66006e+06
-19.4517	13.1881	-1.16625	56.7391	-29.5739	-44.8431	6.66006e+06
-1.98472e+07	2.55321e+07	7.61209e+06	-0.0366139	0.0736698	0.00710316	6.66006e+06
0.630115	-0.768477	-3.7938	11.3674	11.0267	-51.9745	6.66006e+06
-108.951	-56.9047	-52.5123	-12.8033	16.6903	-26.2753	6.66006e+06
-0.0716423	-0.474707	0.744023	82.8676	67.4063	-75.8053	6.66006e+06
-21.9288	21.9485	-87.408	-34.9578	15.1999	-2.63851	6.66006e+06
5.15508	-3.10104	-0.145871	-16.8758	-14.8219	75.0345	6.66006e+06
2475.06	-2509.57	608.865	5.52319	0.362719	4.24112	6.66006e+06
-2427.89	1289.14	-2720.76	-0.0775727	3.40067	-2.04883	6.66006e+06
-2.6614	-43.2327	-34.6235	7.70823	-4.77693	24.4039	6.66006e+06
-13.3025	-21.6861	-19.9528	-2.262	45.1395	-14.7492	6.66006e+06
-0.90712	9.93607	-9.7024	71.6739	-29.2106	-56.7979	6.66006e+06
1.00142e+08	2.59277e+08	-3.03338e+08	0.0129556	0.0230139	0.00393615	6.66006e+06
67.995	-39.077	-85.7876	36.9689	-4.16684	-23.7384	6.66006e+06
-10.3947	5.36061	7.95008	-17.9154	-27.1872	-48.8392	6.66006e+06
9.56203	1.77511	-15.0845	-1.49212	8.65616	-5.99087	6.66006e+06
6.40225	-2.79106	-6.68883	13.2694	-38.1495	93.9108	6.66006e+06
-8.90458	-5.39667	1.51779	-13.2785	33.0672	-27.5845	6.66006e+06
10.2094	14.8804	8.58964	-7.41978	57.7396	47.2313	6.66006e+06
5.99565	-8.56555	5.86946	4.59188	5.41561	-8.36421	6.66006e+06
-388.927	-583.567	94.1645	13.53	2.01188	5.33364	6.66006e+06
12.8148	-11.4606	11.98	21.4152	-59.4337	74.5625	6.66006e+06
-158.578	19.8481	-144.037	-2.74483	7.98212	25.9324	6.66006e+06
76.3803	16.0241	-17.3386	6.39653	32.0497	11.4158	6.66006e+06
-47.3722	12.0017	18.4712	33.9454	-37.0537	-24.3607	6.66006e+06
7721.47	-10926	-382.271	1.15529	0.159731	1.96733	6.66006e+06
-0.390474	0.076685	0.00766119	-37.944	44.7461	-2.14706	6.66006e+06
-0.195668	1.42218	0.183742	-13.8515	66.7643	46.562	6.66006e+06
188.797	3.55773	105.335	16.3584	9.10685	-27.7637	6.66006e+06
1.36177	17.7331	5.5584	-20.2116	-20.9534	13.8804	6.66006e+06
-1.40926e+08	-9.80754e+07	-1.63649e+08	-0.00914313	-0.00611313	0.0151513	6.66006e+06
-120.039	-32.2633	42.3447	-20.6329	6.46107	-13.9932	6.66006e+06
30.2086	57.4189	-15.1711	15.2826	0.497374	39.6588	6.66006e+06
15.1244	23.8504	-13.1369	24.3396	50.1912	1.3106	6.66006e+06
2.11388	4.70236	-1.77505	-29.8774	-14.5736	0.416433	6.66006e+06
-10.6598	-11.2777	-6.69407	18.229	8.32065	-9.56346	6.66006e+06
320.537	-20.4116	-148.456	-21.5016	10.8812	-8.27356	6.66006e+06
-24.4807	-64.312	-118.27	28.5503	3.62669	-7.84803	6.66006e+06
-483.941	787.289	-504.828	-0.381039	-9.18347	-3.86122	6.66006e+06
3.51749	24.4172	18.0273	16.2738	0.46401	-43.2649	6.66006e+06
14.3223	15.9467	19.456	-33.2231	55.7027	14.7202	6.66006e+06
0.263989	6.13195	0.231279	-28.8992	-23.0065	-21.736	6.66006e+06
4.20064	22.2615	16.855	34.812	-2.39761	-7.5076	6.66006e+06
273.832	-257.798	172.515	4.77434	-20.3205	7.10391	6.66006e+06
1.50574	1.30992	14.4211	-9.51703	19.1115	-35.4986	6.66006e+06
-97.7456	61.5029	-114.019	4.36013	-9.23014	2.64212	6.66006e+06
-369.782	-5372.49	6311.94	-4.31619	1.92722	0.554637	6.66006e+06
-1344.03	2348.99	1357.65	1.4204	-3.06299	2.00982	6.66006e+06
-8.80449	1.59272	2.34954	48.235	2.24295	25.0476	6.66006e+06
-462.44	-134.761	256.995	5.78645	1.67494	-5.43088	6.66006e+06
72.0647	30.6715	-60.6411	-11.0239	29.0744	-18.8866	6.66006e+06
1.09606e+06	-3.81512e+06	-2.04397e+06	-0.0581776	0.126877	0.0465956	6.66006e+06
-275.701	-649.78	-560.334	1.05438	3.20199	-8.73323	6.66006e+06
-2.54768e+06	538540	1.89485e+06	0.11764	0.0496322	0.203298	6.66006e+06
0.421675	12.9744	-8.27562	26.2079	45.6432	-19.016	6.66006e+06
-2.06142e+08	3.37971e+08	3.32682e+08	-0.00781291	0.00250072	0.0161516	6.66006e+06
19.6027	-7.96115	-29.8684	-3.45732	-5.37845	-24.3113	6.66006e+06
-7.10455	3.12345	-0.768199	-19.6798	19.0634	-0.410328	6.66006e+06
1.38531e+06	-1.70875e+06	127325	-0.144861	0.199601	-0.10264	6.66006e+06
3.40024	-1.96543	6.46733	-26.283	15.0227	99.063	6.66006e+06
-74.5998	-143.148	21.5521	8.51209	-18.2073	-3.71893	6.66006e+06
-327.031	-164.332	-733.207	8.99924	13.8834	9.49502	6.66006e+06
2882.6	1071.03	17376.7	-0.748498	-0.864927	0.576056	6.66006e+06
-11.5717	-57.0925	53.9862	40.7568	-24.4207	-20.9102	6.66006e+06
3074.91	-229.851	4185.67	0.44635	-0.859814	1.24651	6.66006e+06
-1.1611	-7.39501	-3.81031	5.69333	0.853336	2.54971	6.66006e+06
-6311.97	1806.08	-4024.19	1.61962	-4.14836	5.66333	6.66006e+06
161.458	-22.3024	-87.3821	18.606	3.35327	20.8037	6.66006e+06
866.708	344.508	-959.27	-0.475105	4.10947	5.01682	6.66006e+06
-82.5236	-19.2661	178.586	31.2811	11.0921	-7.78019	6.66006e+06
29.0084	-9.20528	2.69446	-54.2477	-19.0974	49.3463	6.66006e+06
-13.5837	-20.2122	-16.1942	-2.08969	-6.08435	-18.3498	6.66006e+06
3.06476	-1.051	1.25047	-23.2761	-49.5523	44.679	6.66006e+06
5.38606	-1.03372	-4.27505	17.2824	-18.5815	55.4134	6.66006e+06
101.237	-292.083	-46.8738	5.8606	-7.26221	0.290635	6.66006e+06
15.9019	-33.0944	-72.07	-2.91491	8.34331	3.67426	6.66006e+06
1.03744	54.1999	18.3335	34.4367	-3.55514	-30.9312	6.66006e+06
97.3122	505.879	-974.235	2.6303	9.8013	-3.4507	6.66006e+06
-175.659	-52.3871	14.883	9.456	-0.923868	-22.9884	6.66006e+06
6.50667	-14.9161	3.63232	-36.9758	-45.7024	-36.0996	6.66006e+06
-15.6782	0.323118	8.68573	-81.4962	57.9925	33.274	6.66006e+06
-467570	-151072	-94364.6	-0.37743	0.725405	0.426357	6.66006e+06
3.32717	8.46213	0.855245	33.0382	-43.3405	-24.0688	6.66006e+06
-17.9532	-145.12	-72.9063	0.247169	17.5513	5.70791	6.66006e+06
-3.94573	-1.97239	0.070129	25.4205	-30.3113	7.34148	6.66006e+06
7.34466	-2.52597	-3.43805	-75.3778	-16.706	-18.5907	6.66006e+06
0.271517	13.5582	8.75186	-11.5383	9.9369	0.844067	6.66006e+06
7.92367	9.37179	23.0234	-4.58889	-1.70914	57.0848	6.66006e+06
75.233	138.773	60.2592	14.857	7.62656	-10.256	6.66006e+06
0.608582	0.647555	-1.42002	-131.344	46.9228	8.00494	6.66006e+06
-259.276	10.0186	-138.542	-13.119	-13.5851	-0.0958025	6.66006e+06
215.344	1127.29	-768.57	2.08472	3.14087	10.5977	6.66006e+06
2.13999	1.26388	-1.27721	-65.253	-12.5186	-20.8252	6.66006e+06
60.7553	-40.2957	39.0507	-44.7397	5.36089	26.7957	6.66006e+06
4.25664	25.9317	-5.27276	-22.6455	19.2619	-48.5287	6.66006e+06
216.804	-366.333	81.6019	-9.14105	-3.46626	10.3948	6.66006e+06
2.95466	3.71088	2.93043	-3.72962	52.7897	-54.5863	6.66006e+06
153.424	-59.3108	-66.0262	-8.58867	-5.06261	-4.30102	6.66006e+06
-0.19051	-0.2776	0.564787	21.0164	32.2524	-73.1917	6.66006e+06
-18617	-53009.9	24244.5	-2.03794	1.61883	-0.107978	6.66006e+06
-0.349752	27.0047	-9.35556	2.26824	-59.6644	-30.9079	6.66006e+06
-19433.7	-33892.3	101657	0.418986	0.299424	-0.418694	6.66006e+06
2.4034	5.64608	3.2857	54.6856	-44.3858	-49.571	6.66006e+06
-45517.8	50125.8	-15782.3	2.05566	0.497941	0.971767	6.66006e+06
1.53172	14.0631	-5.60896	-45.6351	49.0194	-12.6946	6.66006e+06
-60.9365	-764.13	414.876	1.43987	-6.74406	0.441835	6.66006e+06
1114.85	63882.6	-55639.4	0.971069	-0.493649	0.906095	6.66006e+06
-7.78464	2.68744	2.19347	69.7373	31.1986	-63.6804	6.66006e+06
26.7876	-97.0227	-36.8208	-30.1145	1.49401	23.8714	6.66006e+06
2.7997e+06	4.96235e+06	2.8359e+06	0.00390432	0.179987	0.167976	6.66006e+06
-13.2627	29.8614	6.62165	15.1382	-19.7035	-30.7235	6.66006e+06
7.71578e+06	-3.75199e+06	-3.06106e+06	-0.0959264	-0.0585524	0.0212422	6.66006e+06
-149.643	685.331	-435.761	-5.79036	1.01736	-5.83532	6.66006e+06
-74.5519	-301.773	121.102	16.6474	9.28184	2.72237	6.66006e+06
520.601	-1928.44	175.203	5.74761	9.08851	0.810267	6.66006e+06
1284.3	4100.59	3820.87	0.383747	-1.18137	-3.87011	6.66006e+06
527057	4.04521e+06	3.40505e+06	-0.145982	0.0387418	0.0158878	6.66006e+06
100760	-60711.3	-13907	-1.22754	-0.424097	0.242844	6.66006e+06
-996.263	1749.34	377.086	7.43806	-5.00661	9.09901	6.66006e+06
1.0383	3.69748	-5.56183	14.1027	3.50897	51.9828	6.66006e+06
-126.74	-3450.78	-1009.06	3.46478	1.62675	-0.90032	6.66006e+06
1.18484	13.4197	9.65886	-77.8589	-1.39368	-21.3237	6.66006e+06
-117.31	61.252	-19.0143	-4.02156	6.81992	13.3677	6.66006e+06
-16479.4	11001.6	4777.72	-1.79396	0.445034	0.832996	6.66006e+06
186.975	-5.78704	106.305	-4.9725	39.308	2.1115	6.66006e+06
-1292.07	6633.22	-13323.9	0.405652	2.35362	0.206121	6.66006e+06
9.62129	-2.25431	-8.52618	-49.9951	38.5576	48.9116	6.66006e+06
-2.50111	-5.20955	-3.32201	5.37392	36.8175	14.5199	6.66006e+06
-301.449	-206.638	156.318	15.271	5.88799	-6.20526	6.66006e+06
-0.535215	23.6762	8.05928	10.3259	5.7571	-10.3297	6.66006e+06
-4096.24	-2199.35	1454.26	2.71648	3.58776	-1.88618	6.66006e+06
-16.218	16.9889	21.2101	-9.71048	-12.5415	-37.781	6.66006e+06
-21.3127	239.618	-50.057	-12.6258	11.198	15.2603	6.66006e+06
-40.9019	-189.777	-25.5649	5.07055	8.25941	-9.15378	6.66006e+06
-1.28104	-6.29184	-2.29581	-16.314	-15.8211	4.26555	6.66006e+06
0.700857	2.82377	-0.627719	-37.1982	-90.9316	117.651	6.66006e+06
8.69926	1.14647	6.13805	20.7156	26.4472	58.5545	6.66006e+06
5.43837	-10.3946	2.31532	8.96417	17.8121	22.2704	6.66006e+06
5.61097	54.3994	37.6917	-28.0012	31.6355	-3.64049	6.66006e+06
1.60046	-30.3755	16.205	-39.635	4.0447	13.6979	6.66006e+06
20788.9	734.758	8968.76	-0.0825178	-2.273	1.47895	6.66006e+06
-2262.24	-1538.72	3126.21	1.12244	7.66667	-1.65669	6.66006e+06
4.29206	2.11475	4.46522	71.673	42.0181	19.6888	6.66006e+06
257.288	1391.12	2532.23	6.36789	1.08596	-3.23947	6.66006e+06
1.05439	0.208399	-5.92678	18.7389	74.2952	24.2575	6.66006e+06
-109.654	-111.328	103.886	-25.6384	-7.03928	-15.0307	6.66006e+06
-22.145	-52.6033	-151.251	4.01872	-4.71228	-39.2672	6.66006e+06
-11.3604	54.0042	17.4809	-9.49859	-22.7524	-49.0561	6.66006e+06
8.70381	12.2941	1.60947	11.7432	1.52042	-1.10447	6.66006e+06
-48.923	-8.56414	15.568	-8.8502	13.1251	-14.9137	6.66006e+06
-101.204	3.22604	-144.492	6.34031	-0.530537	21.4317	6.66006e+06
2.03462	1.35525	4.78626	-0.320801	49.0064	-48.184	6.66006e+06
12.2044	-1.92654	-10.8388	-0.39482	-16.8694	-1.13689	6.66006e+06
58472.3	-58107.6	75139.6	-0.148496	0.0314319	-0.994975	6.66006e+06
2.99913	3.90403	4.99953	-39.1234	44.4861	4.57078	6.66006e+06
-1.8548	1.16624	4.86964	-15.2414	54.6346	-24.4064	6.66006e+06
1.34467	0.78805	-0.251931	13.1067	-11.8474	5.45333	6.66006e+06
-326.324	-319.785	-147.71	0.529228	17.4196	7.85224	6.66006e+06
31.0779	-187.67	-1.17706	2.84886	23.6216	-3.01676	6.66006e+06
-11069.2	-30304.7	10208.3	-2.44091	1.43383	1.11085	6.66006e+06
-1.4511	0.29931	-4.25894	36.376	13.5872	-18.6461	6.66006e+06
152.546	1012.71	-1275.27	0.294222	0.288146	-12.9194	6.66006e+06
4.66636	-3.54777	6.47648	19.8651	-20.8659	-71.2873	6.66006e+06
19175.3	-145567	51414.1	-0.316976	0.339203	-1.00214	6.66006e+06
-0.470724	-0.876596	-1.40078	-2.7749	-63.1182	-13.7657	6.66006e+06
26.4794	-7.41913	26.3929	0.755036	13.2258	29.521	6.66006e+06
201374	26291.9	100596	-0.540626	-0.553708	-0.829133	6.66006e+06
160.062	-2038.04	122.343	-10.0831	-0.897833	3.31467	6.66006e+06
-3.58604	1.08722	-8.51258	-28.4498	54.565	2.98281	6.66006e+06
-84.6919	-392.648	-2390.26	0.131858	-0.60963	-2.6624	6.66006e+06
262.865	739.435	47.1069	-7.34439	-6.96493	6.10782	6.66006e+06
-3952.67	-14793.2	-4970.19	0.303985	2.7793	2.42412	6.66006e+06
2.05205	2.14512	0.41527	33.8541	101.282	49.9729	6.66006e+06
7.26443	-1.38696	-8.92263	49.0895	-40.7109	-10.6253	6.66006e+06
-96.902	-20.5696	-42.8747	8.13374	0.705378	-0.404797	6.66006e+06
-185.955	-554.172	942.644	6.86104	3.59157	8.85312	6.66006e+06
6246.67	11454.2	-3235.83	3.5961	-3.42051	1.33878	6.66006e+06
3.37823	-9.28334	-3.53904	11.0554	17.2883	74.9512	6.66006e+06
-20156.6	3562.65	-9711.08	0.324639	-1.44568	-0.880047	6.66006e+06
-3.59651e+07	6.85312e+06	2.27342e+07	0.0310224	-0.0887329	-0.0522165	6.66006e+06
-1.19816	2.96438	3.52508	-76.845	-35.4716	78.9986	6.66006e+06
-0.0961231	-1.90316	0.056678	-8.28068	-18.5434	74.3394	6.66006e+06
162.219	66.5745	-27.2525	7.67059	-4.02571	3.39732	6.66006e+06
-8164.25	23267.5	-346.835	-1.20041	1.38458	1.04433	6.66006e+06
-0.771363	30.2465	-6.46809	-17.4529	-27.437	-20.817	6.66006e+06
1.59767	0.2946	-4.4903	-54.7052	36.2918	36.264	6.66006e+06
-64.4875	-68.8443	169.814	-27.4458	-10.4812	11.853	6.66006e+06
0.701276	2.09633	3.31442	-34.8633	-49.739	9.92103	6.66006e+06
75.0625	67.169	67.9262	-9.69384	-9.40569	-24.6704	6.66006e+06
-95.958	4.00936	-82.3286	31.1223	3.97373	7.33189	6.66006e+06
25186.8	-10840.7	2793.9	0.392164	0.7972	0.821986	6.66006e+06
5.71598	5.48856	-0.118443	16.4229	80.4104	47.3941	6.66006e+06
-32.8203	47.2713	-29.992	-1.36169	-27.8855	1.79105	6.66006e+06
-105.185	-87.1597	-114.797	-0.737685	2.70552	-16.9884	6.66006e+06
28.2988	10.7247	-6.25096	-44.9505	18.6763	32.2407	6.66006e+06
0.00733432	0.930825	-2.58409	7.05611	-82.892	-0.0892269	6.66006e+06
947.341	-815.406	7.61035	4.48151	-0.719394	-1.68924	6.66006e+06
6.69076	-9.80667	-15.8562	58.4806	-58.9006	-25.54	6.66006e+06
34820.3	-103907	-28156.9	-0.459892	-1.29447	-0.817807	6.66006e+06
465.129	-122.129	181.946	4.03891	5.99232	-6.18954	6.66006e+06
20766.1	-8249.36	12964.3	-0.266348	-1.42065	-2.6479	6.66006e+06
11.5684	-47.0208	-11.5485	-53.3671	0.69532	-38.742	6.66006e+06
-131.367	84.9923	-90.302	19.8075	-1.69932	18.9346	6.66006e+06
184.464	20.1712	103.838	-3.23672	-11.6049	-11.4478	6.66006e+06
57.0746	-139.638	127.95	-1.20272	-0.586045	26.896	6.66006e+06
-7.65416	-29.0772	42.0148	-24.1203	18.0106	13.5433	6.66006e+06
7.08789	-4.63075	-1.76007	-39.358	-21.5314	-87.0724	6.66006e+06
4.54288	1.02808	6.30909	-1.87669	-15.8673	-48.5444	6.66006e+06
-136.959	370.464	-294.37	-1.38372	1.28353	17.8805	6.66006e+06
109.438	10.091	63.0653	27.2763	2.96652	14.4095	6.66006e+06
160.57	69.8556	-265.059	15.1731	1.35593	10.2239	6.66006e+06
-167.057	-416.839	204.389	-3.50075	0.861219	-6.85825	6.66006e+06
-5153.46	-16106.2	-9502.29	-0.337321	-1.27372	1.21153	6.66006e+06
25.5162	-19.1738	-16.8819	-11.6394	28.2057	-25.8569	6.66006e+06
-26.4987	28.3961	71.5594	8.48963	-0.0361326	-8.64305	6.66006e+06
-4.52357	4.16934	10.5171	-5.73275	14.9995	3.42701	6.66006e+06
-15.329	15.9391	4.24125	13.7559	-58.5171	44.679	6.66006e+06
2325.32	795.241	-1044.14	6.69978	5.6003	-1.51557	6.66006e+06
-2.55409	10.0446	4.26556	3.07838	10.1701	4.51853	6.66006e+06
-15.5217	-7.37578	-0.870344	-41.2979	-9.32672	11.7357	6.66006e+06
-378.27	-183.119	313.121	11.4056	-0.300472	-12.2535	6.66006e+06
33.9311	147.416	-343.328	15.2283	3.79954	-23.1379	6.66006e+06
-3.53497	-7.85766	-0.745559	25.6083	1.61952	39.8075	6.66006e+06
-2039.59	-1315.29	216.228	-8.33614	-4.4825	-3.32822	6.66006e+06
-507.57	-187.032	-52.8745	-13.1566	7.85625	6.72837	6.66006e+06
30.9963	7.30088	-100.007	-4.52316	8.32389	53.1741	6.66006e+06
-1.1334	-5.21598	8.53793	24.2961	-50.4767	11.2051	6.66006e+06
13.1812	42.8214	-206.671	12.624	-9.19371	-1.32934	6.66006e+06
-28.577	-44.9085	90.4434	-0.121777	-33.0987	-8.0008	6.66006e+06
-5.01768	-1.30933	-3.19432	-18.0091	22.9313	20.6666	6.66006e+06
-0.3664	0.0922629	0.746761	4.84095	-28.9021	64.1125	6.66006e+06
-0.23366	-2.66482	-3.35123	-12.6488	17.5078	25.1435	6.66006e+06
-4.61828	-0.720296	-0.903394	16.5996	-4.6722	15.6748	6.66006e+06
-29.4239	15.6718	29.3529	-28.5062	-27.7213	-45.8025	6.66006e+06
26.3346	43.9038	-22.3148	16.3485	-10.7718	12.6886	6.66006e+06
41.0556	-2.75698	-67.7186	-22.6111	-21.226	11.5979	6.66006e+06
-196.089	103.693	-205.979	-1.95129	-18.7091	-22.8466	6.66006e+06
4.02531e+08	1.20556e+07	1.28133e+08	-0.00712963	0.00465747	-0.0247989	6.66006e+06
-0.22194	0.691035	0.559045	-2.80623	-7.14264	17.7036	6.66006e+06
7331.77	6740.27	2405.83	-1.39477	0.257541	1.17875	6.66006e+06
54.0847	36.2583	-101.231	-37.1497	-19.9402	1.1267	6.66006e+06
-14.2559	-1696.69	3555.33	-2.08327	-6.60899	-1.05921	6.66006e+06
-89.2286	-146.784	72.9866	2.53262	-0.706803	-12.1303	6.66006e+06
2577.76	15.1923	917.781	-2.8179	0.518998	9.89147	6.66006e+06
-42.4912	27.2927	61.71	9.95114	-4.14398	-17.6016	6.66006e+06
2.75178	7.68973	-3.78019	-53.5296	-24.7797	33.6186	6.66006e+06
-14439.7	17109.2	-18540.3	-0.601175	1.73131	2.15623	6.66006e+06
-7.45936	28.5088	-37.6244	7.7242	23.3307	-6.12381	6.66006e+06
-1.18505e+06	-132625	-1.44005e+06	-0.017372	0.254054	-0.36386	6.66006e+06
32.4423	-10.272	-14.4626	-4.11016	-6.79597	6.26707	6.66006e+06
6904.83	31980.9	-1099.07	-1.28036	-0.142702	0.779717	6.66006e+06
-0.533082	0.99223	-0.530375	-13.217	-16.0377	-48.8421	6.66006e+06
18.1797	-18.615	9.2059	15.5207	-25.3708	10.2199	6.66006e+06
3.66266	-0.804592	17.475	-2.35221	49.7835	23.3138	6.66006e+06
222.363	234.063	425.385	-5.56754	8.79703	10.5343	6.66006e+06
