#x	y	z	vx	vy	vz	m
-1.33442	-0.47532	-0.362729	18.0531	-24.5114	-1.66117	18704.2
0.647226	-0.644539	0.142964	15.1791	-4.43905	16.407	18704.2
0.0950542	-1.0634	0.230256	43.0303	1.89709	-7.47885	18704.2
-1.27024	-1.5315	-0.0960194	52.0964	-31.697	0.601532	18704.2
-0.432684	-2.02413	0.244203	53.8693	-22.0475	-2.07518	18704.2
-1.2681	-0.206247	-0.229764	-1.63317	-37.3591	3.16613	18704.2
-0.310439	-0.0613643	0.20334	4.61151	-34.1254	-22.5136	18704.2
1.72095	-0.562771	-0.108968	3.10512	56.6453	-2.38298	18704.2
-0.565391	0.747384	0.072069	-25.4286	-28.1543	10.2708	18704.2
1.25429	-0.375494	0.00766579	14.224	53.6514	-4.24106	18704.2
-4.64754	-2.6964	-0.0590869	36.4224	-63.1767	1.44339	18704.2
2.05087	0.209246	-0.110839	-2.00305	62.1883	1.81074	18704.2
0.509829	-0.188898	-0.164789	-16.1647	29.806	-26.4803	18704.2
-3.06952	3.69269	-0.0757586	-56.4472	-41.2175	3.24361	18704.2
-1.88155	1.97545	0.117427	-52.2622	-39.8874	2.86445	18704.2
-0.112038	-0.926259	-0.567359	30.0529	8.74415	-15.4005	18704.2
1.21379	0.397192	0.300059	-2.29832	66.8559	3.97788	18704.2
0.465646	2.21429	-0.130468	-57.3342	17.6673	-1.21355	18704.2
-0.985434	-0.213803	-0.309798	9.71664	-44.3753	7.5924	18704.2
1.85795	3.5873	-0.146463	-59.6124	28.884	-5.09035	18704.2
1.22561	1.81844	0.360182	-52.5237	41.8227	7.37849	18704.2
-0.913924	-0.0249043	-0.0445945	30.7817	-39.4364	18.0022	18704.2
-0.737269	-1.04825	-0.0836165	40.8671	-41.4461	7.74747	18704.2
1.37478	1.08495	0.0239954	-44.3428	49.0517	18.1863	18704.2
-0.24459	-0.570418	-0.52243	23.9179	-4.08941	8.39256	18704.2
1.75961	-0.275307	-0.256188	-2.6975	47.5104	-11.8749	18704.2
1.5676	-0.24772	0.0632303	25.6664	30.1938	8.25384	18704.2
-0.781427	2.97698	0.541184	-58.6426	-12.3318	1.25105	18704.2
-2.9184	-1.47884	-0.120424	32.7774	-61.7464	-1.40483	18704.2
0.0623109	-0.355867	-0.186497	9.80276	3.69758	28.2067	18704.2
0.844587	-0.760984	0.0176225	26.5859	36.3269	9.76984	18704.2
-1.02124	-0.209988	0.191802	-2.49149	-40.8224	-9.36371	18704.2
0.714359	0.0232902	0.252117	12.0447	22.3493	0.604954	18704.2
0.316435	-0.363135	0.0113595	6.88342	39.0807	4.28383	18704.2
-0.109759	0.97703	-0.166995	-44.1147	-18.1854	-14.3116	18704.2
-2.52812	-0.872201	-0.107033	16.1995	-55.2184	-6.33384	18704.2
0.140987	-2.28718	-0.149672	63.0248	5.78925	-2.58092	18704.2
-0.522364	0.954356	0.0354906	-50.1959	-30.3892	-3.60793	18704.2
-4.56925	0.349145	-0.00308467	-5.77297	-69.4092	-0.535215	18704.2
0.755599	-2.13608	-0.275595	59.7982	7.08886	-7.08444	18704.2
1.41567	1.28495	0.200421	-47.2364	41.0618	-1.88344	18704.2
1.25328	-0.118966	0.0753264	10.6838	48.6151	-8.78048	18704.2
0.257444	-0.0400078	-0.470492	0.594565	15.8195	-23.5622	18704.2
0.632372	-1.72138	-0.203712	58.4751	21.8734	-0.17072	18704.2
-1.8391	-0.450151	-0.12056	0.633236	-58.2934	-4.22813	18704.2
-0.53042	-1.17695	-0.00126498	46.9716	-19.4953	-1.48106	18704.2
0.0605728	-0.735656	-0.0513294	42.3998	8.19727	-3.52355	18704.2
-0.756301	0.630034	0.0656623	-28.1117	-11.7594	2.23293	18704.2
-2.88084	0.412475	-0.20067	-8.97661	-67.9078	-6.30323	18704.2
-0.499526	0.333659	-0.106122	-15.2985	-14.8256	8.34715	18704.2
1.23165	0.271758	0.103868	-6.36738	31.693	8.60847	18704.2
0.524291	-2.05951	-0.109914	50.873	9.04711	15.2851	18704.2
-1.41817	2.09833	-0.0318866	-51.942	-35.5362	7.71977	18704.2
-0.392944	-0.121425	0.0868974	-6.32617	-6.68974	-0.456996	18704.2
-0.689018	1.8213	0.131943	-46.8103	-22.5803	1.85805	18704.2
0.241726	1.3229	0.239006	-17.0539	14.3353	5.31831	18704.2
-1.08344	-0.735267	0.094882	21.8046	-47.7081	-2.79064	18704.2
-0.446918	0.836048	0.283372	-33.8717	-30.1605	-23.2211	18704.2
-1.90235	0.13767	0.0785636	-10.9402	-53.0137	6.03858	18704.2
-0.26316	0.303508	-0.0615621	-22.1552	-25.4686	-1.24546	18704.2
-0.97981	2.30897	-0.109134	-58.3762	-26.574	2.44947	18704.2
0.525283	-0.121974	-0.067225	6.06863	20.8068	-8.76057	18704.2
0.35615	-2.00347	0.629752	49.8808	10.507	2.38846	18704.2
-2.09022	-0.419151	0.00861008	19.5286	-49.5046	-1.05415	18704.2
-0.430056	0.769904	-0.0668109	-31.4249	-14.2015	-0.127396	18704.2
-0.503625	-1.12794	0.256332	31.2113	-20.0067	0.509212	18704.2
0.795159	-2.41206	0.33216	62.2941	16.8856	-1.02903	18704.2
-0.887785	1.03155	-0.0438869	-39.8892	-35.8367	5.19342	18704.2
-2.6675	-0.330063	-0.246577	2.3407	-67.3152	-2.54575	18704.2
-0.587726	-0.808523	0.0295367	35.8821	-25.8053	-3.46532	18704.2
-1.57611	-1.79643	-0.152795	52.7033	-38.4729	7.62234	18704.2
0.388387	-0.876853	0.0454791	40.0573	20.591	-6.87322	18704.2
-0.548257	1.35992	-0.0236806	-38.8406	-23.5238	13.3229	18704.2
0.370423	-3.88592	0.201576	71.0014	3.55694	0.0474502	18704.2
1.55829	0.294337	-0.0981268	10.8489	45.2446	-8.29803	18704.2
-5.70229	0.637001	-0.0547692	-9.02873	-72.2601	1.04804	18704.2
2.92851	1.9212	0.199262	-36.1898	54.9397	-4.43569	18704.2
0.907445	0.312375	0.0403459	0.68826	33.4071	-0.229752	18704.2
1.29481	-1.31077	0.0983323	56.3776	34.1315	-3.19531	18704.2
0.236262	-0.145882	-0.0880613	28.5997	-2.62225	23.8264	18704.2
-1.51685	-0.529876	-0.00176262	2.21895	-42.2398	7.35047	18704.2
1.91124	-0.51237	0.0144385	16.8262	56.8587	-0.63963	18704.2
-1.30054	0.913576	0.155623	-42.7216	-33.7024	-7.42374	18704.2
1.57282	-0.599755	-0.436359	16.8782	60.3467	-6.92197	18704.2
-0.716462	1.78749	-0.368613	-53.6346	-22.967	8.73455	18704.2
0.755454	-1.12	-0.0546455	43.7241	28.4326	23.2283	18704.2
-0.189917	0.581235	-0.502329	-24.1716	-21.8202	9.63373	18704.2
2.16917	-2.55578	0.0426877	48.8008	38.1776	7.88305	18704.2
-0.0356774	0.0342148	0.0803302	37.0474	-1.72986	-11.6762	18704.2
1.17815	0.843838	0.203225	-21.0388	47.0479	5.33046	18704.2
-1.36136	-0.939146	-0.0579367	9.97484	-57.1599	-3.74568	18704.2
0.0332047	1.21756	-0.159382	-40.763	3.34249	8.84259	18704.2
0.0360081	0.740668	0.018868	-42.9985	3.35214	-2.52606	18704.2
2.11421	-0.529437	-0.407218	7.3888	48.6979	5.36741	18704.2
-1.00733	-1.18783	0.0158452	37.7856	-48.1863	6.13147	18704.2
-1.68532	3.42835	0.0494871	-59.7036	-33.0302	1.7543	18704.2
-1.08505	0.0559215	-0.115518	4.16294	-46.4006	17.8819	18704.2
-0.877728	-0.198299	0.222406	9.67664	-39.9999	-1.54439	18704.2
-2.00135	-0.967449	0.67998	34.7083	-50.4179	12.2674	18704.2
1.07576	0.279277	0.25513	-19.6251	47.8209	13.1206	18704.2
-5.92228	-0.456595	-0.0309888	4.43188	-70.4896	3.21892	18704.2
-0.959468	1.133	0.0246598	-38.6786	-32.4249	3.88152	18704.2
0.0786425	0.469583	0.365973	-32.1193	-3.47707	-13.736	18704.2
-0.352223	-3.07445	0.0800717	68.789	-12.1042	0.254592	18704.2
2.39966	0.315457	-0.718116	-12.2094	61.8478	2.94529	18704.2
1.16701	-4.63724	0.0408161	70.0903	17.7147	0.561266	18704.2
1.4459	-0.117446	-0.0124287	3.8679	45.1552	4.87284	18704.2
-1.67846	-0.952769	0.290143	23.6885	-52.3488	0.753584	18704.2
-2.33684	-2.06266	-0.312252	45.3315	-54.9332	3.61657	18704.2
3.13985	-1.11694	0.155652	25.5983	62.4459	5.94856	18704.2
0.521912	1.72756	0.263996	-55.2781	23.1789	9.16256	18704.2
0.204327	1.62002	-0.140474	-63.0875	15.6713	9.63288	18704.2
-2.17178	-2.66349	0.0663821	49.2069	-47.4305	3.65381	18704.2
1.78064	0.535328	0.273395	3.85613	47.9646	-14.8393	18704.2
-0.22005	-1.85706	0.184125	39.3196	-7.08512	1.86653	18704.2
1.3307	2.02174	-0.0774636	-50.0867	25.9765	4.62083	18704.2
-0.837156	1.30918	0.609742	-47.6305	-30.3786	-5.97954	18704.2
-0.947217	1.06874	0.00584941	-29.1787	-39.3928	-2.85213	18704.2
-1.07119	2.04211	-0.48941	-40.5079	-44.4544	10.7818	18704.2
-0.998442	1.35159	-0.152185	-31.8514	-34.4495	7.9688	18704.2
0.678907	0.635898	0.250789	-36.1231	27.7172	6.05502	18704.2
3.01726	-0.288859	0.0339377	8.46938	61.6881	0.0170618	18704.2
-2.18738	1.45775	0.1829	-36.5006	-51.3356	1.08463	18704.2
2.01127	1.41742	0.333866	-30.8454	59.5337	9.11084	18704.2
3.86052	0.686511	0.170012	-13.4696	68.0819	0.853751	18704.2
-0.00462491	4.42695	-0.182728	-73.2312	-1.58808	-2.36587	18704.2
-0.197727	-0.444835	0.135965	31.7817	-12.3777	5.7771	18704.2
-0.340542	0.0332296	0.203782	3.29808	-19.7331	11.7966	18704.2
1.18769	0.722609	-0.166663	-37.5324	29.6991	-2.58398	18704.2
-0.232144	0.869846	-0.00274608	-38.149	-12.1413	1.94377	18704.2
-0.620185	-2.66836	-0.0845921	64.6016	-15.3577	-4.18908	18704.2
-1.72234	0.698606	-0.307663	-16.5155	-51.1581	-0.280028	18704.2
-0.0298045	-0.210278	0.177031	12.3561	-7.74456	4.88143	18704.2
0.222781	-0.607823	-0.391248	28.7069	-2.78436	13.1829	18704.2
-0.0754712	0.5686	-0.356645	-36.6161	-5.12621	3.54198	18704.2
-1.39659	2.60664	-0.775062	-45.8027	-28.5259	-5.17372	18704.2
1.82227	-0.107073	-0.187428	1.73856	43.8372	1.72689	18704.2
1.75624	-2.38163	0.173215	55.3227	34.4191	5.5735	18704.2
-1.04319	1.34022	0.307182	-37.7675	-30.3069	11.277	18704.2
0.532137	-1.73006	-0.236825	42.5872	13.176	0.513949	18704.2
0.328682	1.30008	0.0493556	-45.3293	4.64737	3.15769	18704.2
0.327653	0.76405	-0.266904	-23.5677	0.346035	-2.46447	18704.2
0.15457	-1.02979	-0.0590488	37.1685	-16.5018	-11.5875	18704.2
0.000113466	-2.87924	0.229933	63.8011	-4.64455	-8.59649	18704.2
-0.72523	-2.9934	-0.271526	68.1025	-20.6083	-0.665446	18704.2
-0.578979	0.385801	-0.396073	0.881864	-38.0633	15.9581	18704.2
-1.56315	1.86977	0.150882	-54.0905	-38.6247	-0.14655	18704.2
-0.0504628	1.14636	0.110213	-46.8099	13.1105	3.76363	18704.2
2.87408	-3.30135	0.20858	53.0678	43.7061	-5.29334	18704.2
0.717927	-0.886719	0.319145	18.9744	24.1888	15.3618	18704.2
0.0426549	0.189407	0.388121	15.8543	-13.8269	1.84398	18704.2
0.778993	-1.38899	-0.358982	47.6747	18.6912	0.207308	18704.2
1.14164	-0.166317	0.00135245	-5.60793	40.5097	-6.99219	18704.2
1.44529	0.482745	0.0277382	-27.0139	60.0802	4.92104	18704.2
-1.49444	-0.647647	-0.24966	22.2414	-41.0716	-9.13102	18704.2
0.356442	-1.04797	-0.276847	32.311	9.70405	18.1731	18704.2
1.27838	-0.555482	0.250134	17.1156	49.4806	1.12514	18704.2
-0.117392	0.981592	0.502658	-53.9716	-15.0693	-1.27347	18704.2
0.357401	0.61188	-0.500818	-5.59906	29.056	-16.8506	18704.2
0.274517	1.2099	-0.762743	-43.8666	15.0423	-8.00293	18704.2
0.307839	-0.0553485	-0.0203931	-2.25941	28.6744	-26.1396	18704.2
0.968406	-0.425354	-0.092868	-7.40417	7.1885	13.887	18704.2
1.34066	-2.85994	-0.280847	66.8712	25.4948	1.31342	18704.2
-0.547122	1.46471	0.0938705	-51.8379	-15.8641	5.94392	18704.2
-0.605823	0.00942675	-0.183774	-9.97604	-25.5426	4.42208	18704.2
-0.688184	-0.619338	-0.112875	34.9089	-20.6592	1.92977	18704.2
3.11807	0.728601	0.206935	-16.1991	63.8873	-1.49244	18704.2
0.634002	0.554061	0.449947	-35.1489	14.6975	15.5296	18704.2
-1.09718	0.591678	-0.16928	-7.94892	-24.4927	-3.92825	18704.2
0.905157	-0.0908453	0.0580669	-3.97301	36.005	-8.31604	18704.2
0.833405	-0.12285	0.294858	17.4624	40.0715	-0.276103	18704.2
0.612165	0.887944	-0.0336971	-28.861	36.1995	27.1946	18704.2
-1.0973	1.19308	0.153962	-30.0138	-19.4013	18.7806	18704.2
-0.148582	-0.49825	-0.106442	7.80268	0.870574	0.393274	18704.2
-1.08469	-0.730398	0.340376	21.6449	-42.4603	15.2723	18704.2
3.47891	-0.496249	0.318196	8.46128	60.9924	13.5881	18704.2
0.611207	4.55923	0.0827306	-70.3291	8.23435	2.35416	18704.2
0.563781	-0.641986	-0.100396	24.7145	31.0249	5.36744	18704.2
-0.678	0.187424	0.0753518	-10.8894	-34.9388	-6.59244	18704.2
-0.171488	2.48125	0.059486	-55.8	-7.65569	9.05939	18704.2
0.392486	-0.0283305	-0.0728824	17.2163	11.3742	-8.11471	18704.2
1.01109	-2.09993	0.0683219	51.1524	14.2076	6.81363	18704.2
0.411584	0.207618	0.118374	2.74604	17.5637	2.47615	18704.2
2.00331	-2.65805	0.00335047	55.3934	39.3846	2.67119	18704.2
-1.11603	2.40471	0.46672	-55.7743	-27.7243	1.92433	18704.2
1.66298	0.746007	-0.0192396	-26.952	55.6928	-13.4964	18704.2
-0.167581	-0.226104	-0.133891	24.7498	-13.5677	20.3066	18704.2
-1.45266	0.361203	0.276469	-13.3248	-55.3613	9.11983	18704.2
0.636175	1.13354	-0.0141832	-40.9425	11.8912	-14.1316	18704.2
-3.09638	-0.168642	-0.0281682	-0.0378535	-64.3854	-5.41507	18704.2
0.469377	0.0188108	-0.573558	-10.212	22.3576	-6.11977	18704.2
-1.06499	-1.61451	-0.156789	47.5685	-21.8235	7.17168	18704.2
-0.261063	1.34894	0.28809	-51.0015	-4.12727	-22.3439	18704.2
1.4808	-1.91146	0.0145268	51.1751	41.9913	3.24352	18704.2
1.95941	0.0150087	-0.0828433	-19.1352	57.8912	-2.3843	18704.2
-0.331472	0.553438	-0.0282341	-33.1887	10.2549	19.8087	18704.2
2.07296	1.62676	0.324844	-33.9642	48.0691	5.76221	18704.2
0.339648	1.44265	0.437332	-44.2053	15.5505	-0.88084	18704.2
-1.09423	1.53719	0.273744	-37.4266	-48.0268	3.32452	18704.2
1.78612	-0.488849	0.121105	2.79676	54.8509	-14.581	18704.2
2.4967	1.63649	-0.102586	-35.6673	51.6972	2.73179	18704.2
1.46188	0.16914	0.125079	-22.1485	63.2547	-7.84712	18704.2
0.548559	-1.00653	0.0673156	43.5233	11.3563	2.4135	18704.2
-2.22315	0.597619	-0.363904	-22.1556	-56.7299	14.547	18704.2
1.61045	-0.358399	0.0697517	-6.55587	42.5386	20.0885	18704.2
0.0185725	-0.045348	0.0852252	23.0907	16.9169	-3.0691	18704.2
-0.307779	-0.0939705	-0.119915	14.736	-19.6714	0.484247	18704.2
1.27802	0.637376	0.130191	-18.436	33.8228	3.84894	18704.2
-0.140591	0.109277	-0.126307	-10.6933	-40.2225	-33.5833	18704.2
-3.1124	-1.0864	0.38699	23.4377	-66.3216	-0.145453	18704.2
5.49638	-1.57718	0.0639899	20.8314	69.7345	-1.42908	18704.2
0.275262	0.921568	-0.0821957	-46.3747	-2.02803	-1.81205	18704.2
0.18188	-0.369573	0.211311	15.5741	4.8219	-14.7659	18704.2
0.00884297	2.9709	0.057471	-66.0689	-3.61917	11.0991	18704.2
-1.69422	-0.826052	0.260665	31.2895	-37.7337	-9.25246	18704.2
2.38028	-0.880139	-0.0556599	26.4601	62.5464	9.01025	18704.2
-2.28266	1.76977	0.317759	-29.0852	-57.8333	-9.24237	18704.2
-0.990992	-0.0811995	-0.247691	10.4495	-31.8958	-18.7784	18704.2
0.46941	-1.85767	-0.404335	45.5046	18.7002	-11.0995	18704.2
-2.16298	-0.915137	0.282731	23.9012	-59.2989	4.67441	18704.2
-0.575714	1.42011	-0.126643	-36.021	-38.0216	-0.332982	18704.2
0.386258	0.791002	0.562818	-14.706	4.96294	22.3177	18704.2
-0.593654	-1.17019	0.181341	43.142	-6.11397	-9.14652	18704.2
-0.0540314	0.653448	-0.414379	-11.928	-3.3457	20.6319	18704.2
0.312909	0.395075	0.0412437	-22.32	19.0952	11.8495	18704.2
-3.4748	0.750018	-0.00945887	-9.18626	-69.1787	-4.42807	18704.2
-0.860525	0.656928	0.0945407	-44.462	-45.0952	-7.43997	18704.2
-1.4258	-1.42468	0.0987313	39.6564	-42.7231	13.3409	18704.2
-2.4504	-0.54284	0.184205	16.0513	-62.111	-8.28257	18704.2
-0.0527938	1.21714	-0.257721	-46.2107	-3.29307	-6.75161	18704.2
-0.422744	-0.00494846	-0.366814	-11.4104	-18.1922	16.2817	18704.2
-0.46239	1.2869	-0.24463	-52.7937	-12.9812	1.65465	18704.2
-0.0507783	1.64802	0.048093	-64.6519	6.21491	6.11087	18704.2
-0.792512	-2.37762	-0.0698365	66.0341	-19.8616	2.27928	18704.2
-0.96337	-0.199301	-0.0172853	-11.1667	-40.7524	0.67678	18704.2
-2.46295	-2.40815	0.208658	39.6073	-46.3469	-0.715281	18704.2
1.09002	-1.91739	-0.0323416	47.0019	25.987	2.37063	18704.2
-0.64814	-0.554798	-0.168279	24.8374	-24.0338	-1.92288	18704.2
1.51741	0.510091	0.0800413	-29.5638	54.8608	-5.01053	18704.2
0.121459	0.0711259	-0.232423	17.8785	21.9296	-1.21294	18704.2
0.442967	0.281315	0.0286392	2.36392	23.3801	-15.992	18704.2
2.13919	-1.19532	0.274132	28.3493	62.5035	-0.799304	18704.2
-1.94051	-1.10342	-0.12325	36.849	-31.1402	4.03031	18704.2
-0.0604075	1.50807	-0.412998	-42.3777	3.29923	9.82536	18704.2
-0.870543	1.11823	0.0423952	-38.8418	-25.7928	14.8429	18704.2
-1.62678	1.4859	-0.221784	-37.2443	-48.672	3.02652	18704.2
-1.80261	0.389843	0.0525281	-14.3829	-57.4347	4.34311	18704.2
0.877661	1.43946	0.00192681	-52.436	28.4275	0.8329	18704.2
-1.36834	4.61635	-0.0428714	-68.422	-20.552	-1.47912	18704.2
1.45585	1.54608	-0.0408311	-42.3203	48.9056	-6.1751	18704.2
0.983366	-1.91164	-0.333782	60.32	34.9018	5.82499	18704.2
0.459583	-0.485066	-0.166968	18.4718	18.1678	2.61021	18704.2
-0.184311	0.309593	-0.331697	-13.9754	9.07218	14.4276	18704.2
1.51776	1.30352	0.0732335	-46.5785	39.2354	-8.68569	18704.2
-1.17596	-0.302413	-0.24217	9.97163	-36.663	10.4322	18704.2
-0.598271	1.67565	-0.130011	-43.313	8.19705	-2.18237	18704.2
-3.45427	3.45573	-0.0948452	-49.8807	-52.9874	-5.0331	18704.2
-3.50524	0.26529	-0.109152	-5.09471	-64.9552	-4.8572	18704.2
1.2496	1.20646	-0.101824	-25.1076	47.8299	-7.46767	18704.2
-0.486715	-2.0662	-0.165757	61.4264	-13.6413	-1.687	18704.2
0.297036	-0.656897	-0.00285965	7.50512	-7.66619	-41.8359	18704.2
-1.38782	-1.37364	-0.0204622	41.9821	-44.259	9.70344	18704.2
-0.256865	-0.08128	-0.247781	-3.91223	-32.2828	3.66349	18704.2
-0.277253	1.58531	0.229456	-54.8895	-13.8831	3.9137	18704.2
-1.00513	-1.24594	0.17933	35.1584	-32.3333	-8.61985	18704.2
0.0327988	1.17426	0.0838394	-36.7889	-4.65785	-6.98856	18704.2
0.212838	-0.588444	-0.339787	-4.82705	41.1845	18.2537	18704.2
-0.0629346	0.447887	-0.126841	-5.86416	-2.28306	18.7868	18704.2
0.194852	-0.455781	0.379522	10.0282	41.4549	-7.82113	18704.2
-0.448883	1.12647	-0.253015	-56.495	-1.37858	-4.07227	18704.2
-1.19189	0.61297	0.0880685	-36.9578	-28.7442	7.82607	18704.2
-1.58193	0.255398	-0.2502	-15.6332	-56.0357	5.14148	18704.2
0.338784	-1.76844	-0.109406	59.8121	4.5855	9.03807	18704.2
-0.348938	-0.43438	-0.00942169	14.7699	-21.5652	18.6979	18704.2
-0.623014	0.432514	-0.297036	13.6354	-7.3068	1.78401	18704.2
1.06431	2.78619	0.0765286	-64.6652	23.9223	-0.835221	18704.2
-0.692351	-0.585061	0.441113	20.9148	-46.591	-13.2518	18704.2
5.04322	0.0103185	0.117222	1.27998	70.8198	6.66396	18704.2
-0.462386	-1.78566	-0.158477	55.6425	-3.99166	4.27095	18704.2
-1.09703	-0.553458	0.126151	7.34558	-39.334	-7.22763	18704.2
2.21022	-4.27613	0.0425239	61.4799	36.5552	-2.05398	18704.2
-0.941719	0.202393	0.401681	-12.5557	-43.5138	14.2423	18704.2
-0.0605326	-1.51205	-0.160176	58.6981	-7.75792	5.06993	18704.2
-0.977341	0.277803	-0.367177	-13.4611	-37.3005	9.76254	18704.2
-0.362483	-3.89269	-0.221997	69.9827	-8.72297	1.31729	18704.2
0.453245	1.55059	-0.428574	-51.1394	27.0784	-7.08088	18704.2
1.45167	2.56818	0.0229886	-54.8308	30.9793	8.97666	18704.2
-1.03397	-2.12334	-0.144728	48.5091	-25.3551	10.5155	18704.2
2.20106	3.13296	0.571621	-54.4909	38.9473	-6.41335	18704.2
2.68082	-0.735812	-0.139931	13.9775	65.2453	-6.00798	18704.2
1.39225	-3.54203	0.0121333	63.7894	23.7844	7.40767	18704.2
0.737639	0.942653	-0.111495	-48.5017	38.5129	-6.24073	18704.2
-1.8329	-0.474969	-0.570036	29.0087	-47.2808	2.94083	18704.2
0.51369	-2.15663	-0.325346	61.046	21.5044	4.88809	18704.2
0.181055	-0.945514	-0.155536	46.4565	3.32536	13.4771	18704.2
-1.38098	0.710637	0.0472266	-14.6665	-45.4137	1.30445	18704.2
-0.448422	0.597344	-0.0109442	-27.4204	-23.195	-2.04556	18704.2
-0.0935529	-1.05985	-0.173598	30.0277	23.8773	19.594	18704.2
0.74059	1.03703	-0.251299	-39.1871	34.3583	-13.0669	18704.2
0.240718	1.36912	-0.150558	-51.238	11.627	-9.03724	18704.2
-1.4973	-0.511186	0.0872864	22.6055	-49.2859	-2.4941	18704.2
-0.378881	0.532893	-0.148592	-19.3484	-20.6871	23.0352	18704.2
-2.737	0.550571	0.111273	-10.2137	-61.4614	5.50789	18704.2
-0.409421	0.508995	-0.223429	-6.08236	-2.10563	-10.2231	18704.2
0.60191	-1.02005	-0.0846392	57.4222	16.542	-0.468721	18704.2
-3.16246	-0.19909	0.164449	6.93224	-61.8791	3.33761	18704.2
-0.946376	0.390277	-0.246722	-17.7455	-40.1261	2.68174	18704.2
1.99984	0.120974	-0.301118	0.056045	73.3681	6.82564	18704.2
1.58075	1.38975	-0.179665	-36.929	44.81	0.555518	18704.2
1.3697	-0.0658988	0.196549	12.6925	33.143	17.3536	18704.2
0.0913434	-0.862795	0.324681	39.4196	14.0703	2.70973	18704.2
-1.1641	-0.113429	-0.142573	-0.574061	-39.3263	5.12778	18704.2
0.047456	1.21599	-0.0439355	-42.756	6.84755	-1.89252	18704.2
-0.55125	-0.979913	-0.121981	37.5184	-44.0035	-4.34559	18704.2
-1.46249	-0.243903	-0.026944	4.08342	-46.8534	6.40631	18704.2
-3.94511	0.986344	0.175662	-21.7754	-64.2413	0.608898	18704.2
-0.481884	0.92771	0.147388	-35.9851	-2.62216	6.35711	18704.2
-0.281088	-0.380988	-0.138913	38.1655	-9.12311	-10.1284	18704.2
-0.165969	-0.406712	-0.0697147	44.2329	-4.16547	-12.1278	18704.2
0.865159	0.985216	-0.10553	-21.8404	47.3505	-15.5553	18704.2
-1.82965	0.49705	-0.1294	-18.5326	-62.3217	4.73046	18704.2
0.700836	0.00739756	0.141164	-12.4659	34.0727	-15.5109	18704.2
0.138396	1.13476	-0.0678684	-44.7685	-5.8666	2.97858	18704.2
1.42727	0.135422	0.10455	1.29972	26.994	12.5109	18704.2
-0.633372	0.75403	-0.111169	-23.7306	-34.3392	-1.36066	18704.2
-1.23208	1.33164	0.165987	-51.4402	-41.2685	-6.07715	18704.2
-0.335394	0.61714	-0.438798	-22.8677	-0.00668289	-4.96542	18704.2
-1.41146	0.925972	-0.104047	-29.4306	-56.0481	-0.122713	18704.2
-0.695782	0.581993	0.16797	-22.83	-10.9953	-1.96841	18704.2
-0.571271	1.13505	-0.184437	-21.9617	-37.3778	-4.17444	18704.2
1.05636	-2.47523	-0.262475	60.6437	21.7178	6.88589	18704.2
-0.893505	-1.1719	-0.498295	26.7971	-20.4626	-17.4496	18704.2
-0.143981	-0.773426	0.322944	44.9673	-3.46431	-8.133	18704.2
1.30269	2.01286	0.119172	-54.1473	26.5494	1.20849	18704.2
-0.457046	1.23202	0.147911	-42.6992	-28.1771	5.24778	18704.2
-1.40853	0.396182	0.0898009	-15.7209	-47.7049	-1.1626	18704.2
2.30474	-2.7747	0.1458	48.7893	44.9909	4.99771	18704.2
-2.26823	0.0582529	0.18878	-1.42097	-62.5692	1.60792	18704.2
-0.244587	0.434989	-0.0815211	-40.5586	-18.0838	6.90932	18704.2
2.96445	1.30785	0.496373	-30.2127	55.3821	-7.42322	18704.2
0.253787	0.608484	0.428495	-17.5847	5.41056	33.6088	18704.2
0.583479	-0.724227	-0.185731	48.2484	8.31014	-13.8289	18704.2
-1.31493	2.88772	0.24351	-58.2191	-25.4511	6.1672	18704.2
2.81197	-2.41604	-0.0759573	43.7881	53.3268	-0.504056	18704.2
-1.29071	1.66153	-0.0135498	-40.5882	-51.9665	-1.6205	18704.2
-0.203748	-0.0767718	0.112816	-28.8275	-20.6411	-2.68697	18704.2
0.226033	1.39027	0.178064	-41.426	-6.48787	-1.65054	18704.2
0.968924	-0.579575	-0.138995	13.6924	48.7527	-8.4101	18704.2
0.0734291	0.542041	-0.0728903	-41.7311	3.85084	-16.0212	18704.2
2.07479	-1.53804	-0.0820676	37.0355	52.6623	3.95332	18704.2
-2.41042	0.989912	-0.348918	-21.5094	-60.4807	-8.04089	18704.2
-0.26447	-1.02918	-0.0146502	36.5432	-5.00353	-5.82304	18704.2
0.104183	0.846185	0.652039	-59.4249	0.297931	-4.45336	18704.2
-0.685829	-4.01134	0.312104	70.6621	-8.72409	-2.10149	18704.2
-1.80608	-0.47671	-0.362961	12.1664	-53.3454	7.04353	18704.2
1.07194	1.66157	0.408973	-55.7062	24.7358	14.6784	18704.2
-0.69319	0.803248	-0.337611	-56.5311	2.90677	7.12081	18704.2
-0.803168	5.2915	-0.0422158	-69.2809	-11.4192	6.0326	18704.2
-0.104212	-0.373677	-0.424388	8.44384	-0.582293	2.07484	18704.2
0.493847	-0.241229	0.0883876	22.427	25.6084	-2.11616	18704.2
-0.6144	-0.241433	0.527853	6.95323	-21.2202	-12.4956	18704.2
-1.4349	1.18405	-0.13211	-33.7071	-49	6.89535	18704.2
0.622027	0.58471	0.0298074	-19.3813	26.2964	16.0295	18704.2
-0.718177	1.26484	0.328154	-40.4754	-20.8442	4.43849	18704.2
0.542041	0.150862	-0.271548	-26.647	46.1765	27.1535	18704.2
